date,geography,geography code,all_public transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Havering 022,E02000485,1689,171,281,371,416,122,70,117,50,91,265,516,570,308,30,0.462403789,109,312,319,34,295,573,47,0.367081113,300,1195,86,108,0.177619893,294,1395,0.825932504,870,819,0.515097691
2011,Havering 023,E02000486,1553,132,218,241,442,133,75,147,61,104,277,352,520,367,37,0.405022537,134,288,353,51,251,423,53,0.306503542,393,976,47,137,0.253058596,284,1269,0.817128139,789,764,0.508048938
2011,Havering 024,E02000487,1360,192,259,331,344,82,26,65,17,44,245,210,532,339,34,0.334558824,49,218,275,47,231,522,18,0.397058824,145,1091,46,78,0.106617647,218,1142,0.839705882,801,559,0.588970588
2011,Havering 025,E02000488,1475,114,186,229,483,117,65,143,53,85,295,292,444,405,39,0.397966102,134,280,375,47,238,371,30,0.271864407,357,965,45,108,0.242033898,303,1172,0.794576271,742,733,0.503050847
2011,Havering 026,E02000489,1540,129,214,213,371,125,106,157,59,166,275,368,525,340,32,0.417532468,141,278,342,35,235,443,66,0.330519481,490,871,55,124,0.318181818,359,1181,0.766883117,748,792,0.485714286
2011,Havering 027,E02000490,1235,90,125,165,334,128,83,146,50,114,224,272,409,292,38,0.401619433,142,250,282,35,168,282,76,0.289878543,386,682,34,133,0.312550607,300,935,0.75708502,581,654,0.470445344
2011,Havering 028,E02000491,1164,70,140,138,276,106,93,162,46,133,250,277,397,218,22,0.452749141,133,219,246,35,177,286,68,0.304123711,414,588,46,116,0.355670103,325,839,0.720790378,530,634,0.45532646
2011,Havering 029,E02000492,833,77,99,128,221,86,46,83,38,55,222,163,246,180,22,0.462184874,74,181,190,24,129,200,35,0.282112845,178,539,27,89,0.213685474,167,666,0.799519808,411,422,0.493397359
2011,Havering 030,E02000493,983,67,103,139,253,97,69,107,50,98,160,282,330,202,9,0.449643947,92,205,214,20,146,255,51,0.311291963,280,579,43,81,0.284842319,219,764,0.777212614,444,539,0.451678535
2011,Hillingdon 001,E02000494,1119,171,389,254,121,32,46,61,11,34,128,294,398,259,40,0.377122431,24,60,91,8,100,779,57,0.747095621,166,799,70,84,0.148346738,168,951,0.849865952,625,494,0.558534406
2011,Hillingdon 002,E02000495,1741,204,469,332,264,85,116,115,44,112,178,566,647,297,53,0.427340609,80,124,183,13,202,1031,108,0.654221712,405,1104,77,155,0.232624928,323,1418,0.81447444,859,882,0.493394601
2011,Hillingdon 003,E02000496,475,46,78,69,65,44,52,59,15,47,89,120,146,104,16,0.44,40,63,93,15,53,185,26,0.444210526,174,241,20,40,0.366315789,102,373,0.785263158,250,225,0.526315789
2011,Hillingdon 004,E02000497,1336,152,367,263,210,70,76,89,27,82,170,409,477,247,33,0.433383234,66,125,183,23,167,706,66,0.577844311,318,895,30,93,0.238023952,273,1063,0.795658683,711,625,0.532185629
2011,Hillingdon 005,E02000498,667,85,160,107,105,49,44,60,10,47,107,137,245,151,27,0.365817091,38,68,95,20,94,313,39,0.527736132,181,398,30,58,0.271364318,155,512,0.767616192,326,341,0.488755622
2011,Hillingdon 006,E02000499,1325,183,354,228,220,69,64,105,19,83,205,312,494,278,36,0.390188679,47,132,158,23,173,717,75,0.597735849,360,806,30,129,0.271698113,266,1059,0.799245283,708,617,0.534339623
2011,Hillingdon 007,E02000500,1205,156,325,251,185,66,61,79,28,54,194,328,390,266,27,0.433195021,47,92,152,38,133,676,67,0.61659751,298,786,28,93,0.247302905,216,989,0.820746888,671,534,0.556846473
2011,Hillingdon 008,E02000501,1310,147,327,262,246,83,64,88,27,66,179,335,487,278,31,0.392366412,72,154,168,35,179,650,52,0.535877863,354,828,23,105,0.270229008,238,1072,0.818320611,670,640,0.511450382
2011,Hillingdon 009,E02000502,1369,150,331,261,211,86,92,123,39,76,176,439,487,242,25,0.449233017,67,166,165,29,183,679,80,0.554419284,403,824,43,99,0.294375457,238,1131,0.826150475,683,686,0.49890431
2011,Hillingdon 010,E02000503,1451,156,300,292,270,110,81,129,44,69,208,419,527,273,24,0.432115782,67,179,234,47,222,622,80,0.483804273,391,904,36,120,0.269469331,266,1185,0.816678153,743,708,0.512060648
2011,Hillingdon 011,E02000504,829,97,229,167,150,46,25,60,20,35,129,193,310,174,23,0.388419783,38,75,120,31,103,438,24,0.557297949,201,536,34,58,0.242460796,167,662,0.798552473,453,376,0.546441496
2011,Hillingdon 013,E02000506,771,100,213,134,104,49,37,74,10,50,152,178,255,162,24,0.428015564,35,66,96,15,103,424,32,0.591439689,181,460,55,75,0.234760052,157,614,0.796368353,421,350,0.546044099
2011,Hillingdon 014,E02000507,895,62,162,120,182,70,56,122,28,93,209,238,263,170,15,0.499441341,65,118,158,23,109,356,66,0.47150838,378,416,34,67,0.422346369,238,657,0.734078212,444,451,0.496089385
2011,Hillingdon 015,E02000508,1156,86,244,190,147,57,100,181,32,119,334,377,298,135,12,0.615051903,54,77,125,14,283,537,66,0.521626298,346,614,83,113,0.299307958,397,759,0.656574394,615,541,0.53200692
2011,Hillingdon 016,E02000509,1230,77,247,164,173,54,91,257,31,136,433,377,273,129,18,0.658536585,56,81,127,16,351,506,93,0.48699187,416,632,89,93,0.338211382,469,761,0.618699187,574,656,0.466666667
2011,Hillingdon 017,E02000510,940,74,184,136,129,59,89,144,40,85,219,266,257,181,17,0.515957447,60,113,142,20,143,409,53,0.491489362,405,411,43,81,0.430851064,263,677,0.720212766,460,480,0.489361702
2011,Hillingdon 018,E02000511,1009,61,130,109,151,75,106,165,49,163,269,264,288,165,23,0.528245788,82,154,168,21,166,302,116,0.414271556,514,366,44,85,0.509415263,333,676,0.669970268,463,546,0.458870168
2011,Hillingdon 019,E02000512,954,63,115,104,126,81,85,171,39,170,217,276,289,155,17,0.516771488,128,140,143,18,128,325,72,0.416142558,508,309,32,105,0.532494759,349,605,0.634171908,442,512,0.463312369
2011,Hillingdon 020,E02000513,1111,58,160,104,139,84,129,167,48,222,205,375,355,153,23,0.522052205,117,184,134,16,122,368,170,0.484248425,617,361,31,102,0.555355536,356,755,0.679567957,492,619,0.442844284
2011,Hillingdon 021,E02000514,1344,64,148,125,172,126,128,219,69,293,266,429,406,222,21,0.517113095,146,174,162,17,158,447,240,0.511160714,747,389,56,152,0.555803571,479,865,0.64360119,714,630,0.53125
2011,Hillingdon 022,E02000515,1306,92,266,175,145,87,138,189,48,166,261,487,386,158,14,0.572741194,96,164,172,32,200,514,128,0.491577335,579,540,78,109,0.443338438,354,952,0.728943338,629,677,0.481623277
2011,Hillingdon 023,E02000516,1005,67,130,96,123,86,99,175,43,186,194,337,308,152,14,0.528358209,84,147,149,19,97,359,150,0.506467662,492,386,32,95,0.489552239,333,672,0.668656716,481,524,0.478606965
2011,Hillingdon 024,E02000517,1114,71,117,122,127,69,117,201,56,234,217,355,320,202,20,0.513464991,130,153,134,27,178,345,147,0.441651706,605,365,32,112,0.543087971,385,729,0.654398564,528,586,0.473967684
2011,Hillingdon 025,E02000518,917,62,123,88,119,68,96,145,49,167,214,255,281,148,19,0.511450382,114,148,154,23,118,273,87,0.392584515,484,310,42,81,0.52780807,273,644,0.702290076,429,488,0.46782988
2011,Hillingdon 026,E02000519,1196,67,149,112,140,100,143,173,60,252,229,399,350,194,24,0.525083612,132,187,141,12,136,401,187,0.491638796,679,351,48,118,0.567725753,423,773,0.64632107,610,586,0.510033445
2011,Hillingdon 027,E02000520,1685,95,222,146,181,110,185,262,100,384,325,532,541,266,21,0.508605341,185,242,207,22,160,601,268,0.515727003,911,562,47,165,0.540652819,555,1130,0.670623145,850,835,0.504451039
2011,Hillingdon 028,E02000521,1265,89,169,149,138,108,127,189,66,230,269,431,390,160,15,0.553359684,148,177,181,15,132,431,181,0.483794466,624,482,42,117,0.493280632,351,914,0.722529644,625,640,0.494071146
2011,Hillingdon 029,E02000522,1132,80,201,132,147,102,115,114,40,201,178,405,337,193,19,0.515017668,81,151,175,26,125,424,150,0.507067138,519,439,59,115,0.458480565,269,863,0.762367491,538,594,0.475265018
2011,Hillingdon 030,E02000523,1572,93,162,149,196,110,139,245,84,394,297,564,463,224,24,0.547709924,153,189,183,21,165,562,299,0.547709924,804,525,62,181,0.511450382,536,1036,0.659033079,774,798,0.492366412
2011,Hillingdon 031,E02000524,1138,58,82,131,88,84,148,156,100,291,162,406,335,221,14,0.499121265,88,161,146,20,118,394,211,0.531634446,704,270,52,112,0.618629174,250,888,0.780316344,614,524,0.539543058
2011,Hillingdon 032,E02000525,1792,91,170,138,172,132,194,277,108,510,270,657,561,275,29,0.517299107,165,212,218,23,156,600,418,0.568080357,1168,422,65,137,0.651785714,500,1292,0.720982143,891,901,0.497209821
2011,Hillingdon 033,E02006796,1411,120,279,212,260,120,104,140,43,133,227,444,500,210,30,0.475549256,95,193,217,35,191,561,119,0.481927711,400,832,34,145,0.283486889,329,1082,0.766832034,688,723,0.487597449
2011,Hounslow 001,E02000526,2324,430,728,537,241,82,78,98,24,106,178,879,837,365,65,0.454819277,41,89,118,14,208,1664,190,0.797762478,1375,715,34,200,0.591652324,309,2015,0.867039587,1177,1147,0.506454389
2011,Hounslow 003,E02000528,2302,264,442,375,275,159,217,224,72,274,292,917,730,320,43,0.525195482,175,183,237,30,211,1141,325,0.636837533,1022,912,46,322,0.443961772,503,1799,0.781494353,1082,1220,0.470026064
2011,Hounslow 004,E02000529,1229,71,169,138,149,97,122,214,56,213,255,454,311,188,21,0.576891782,89,131,123,15,126,540,205,0.606183889,637,418,28,146,0.518307567,415,814,0.662327095,641,588,0.521562246
2011,Hounslow 005,E02000530,906,45,86,71,98,45,97,161,55,248,185,286,262,164,9,0.51986755,141,110,95,6,100,264,190,0.501103753,514,289,25,78,0.567328918,302,604,0.666666667,485,421,0.535320088
2011,Hounslow 006,E02000531,2363,240,521,394,304,166,188,222,49,279,355,890,733,339,46,0.52687262,114,209,237,27,301,1152,323,0.624206517,1082,949,37,295,0.45789251,555,1808,0.765129073,1076,1287,0.455353364
2011,Hounslow 007,E02000532,1986,344,596,404,234,79,112,88,34,95,167,649,735,385,50,0.410876133,76,96,144,15,201,1303,151,0.732124874,1011,739,39,197,0.509063444,324,1662,0.836858006,1034,952,0.520644512
2011,Hounslow 008,E02000533,1995,305,610,461,227,79,83,110,20,100,222,694,705,333,41,0.45914787,64,79,138,16,194,1360,144,0.753884712,800,966,36,193,0.401002506,338,1657,0.830576441,1007,988,0.504761905
2011,Hounslow 009,E02000534,1534,149,392,255,166,118,119,136,42,157,211,688,439,173,23,0.586049544,68,82,111,17,137,922,197,0.72946545,567,743,32,192,0.369621904,362,1172,0.764015645,830,704,0.5410691
2011,Hounslow 010,E02000535,1544,85,227,175,170,107,140,238,90,312,283,605,348,269,39,0.575129534,119,148,138,10,132,674,323,0.645725389,812,533,37,162,0.525906736,459,1085,0.702720207,834,710,0.54015544
2011,Hounslow 011,E02000536,1617,111,307,195,195,136,126,241,55,251,293,652,401,246,25,0.584415584,108,144,144,20,145,781,275,0.653061224,751,646,38,182,0.464440322,436,1181,0.730364873,891,726,0.551020408
2011,Hounslow 012,E02000537,2276,173,503,266,252,204,148,281,52,397,336,1008,597,295,40,0.590509666,103,134,155,13,165,1282,424,0.749560633,927,968,65,316,0.407293497,615,1661,0.729789104,1316,960,0.578207381
2011,Hounslow 013,E02000538,1530,65,144,126,161,109,129,239,96,461,309,582,384,236,19,0.582352941,144,156,172,13,127,589,329,0.6,840,435,66,189,0.549019608,502,1028,0.671895425,800,730,0.522875817
2011,Hounslow 014,E02000539,2217,209,532,425,276,161,188,176,53,197,243,900,761,278,35,0.51556157,118,183,235,26,235,1145,275,0.640505187,911,1031,44,231,0.410915652,410,1807,0.815065404,1090,1127,0.49165539
2011,Hounslow 015,E02000540,2245,167,454,256,232,185,222,282,65,382,362,934,639,277,33,0.577282851,112,183,187,23,213,1144,383,0.680178174,988,906,52,299,0.440089087,615,1630,0.726057906,1262,983,0.562138085
2011,Hounslow 016,E02000541,1957,98,239,169,203,142,195,288,104,519,378,781,482,281,35,0.59223301,187,191,184,11,186,783,415,0.612161472,992,647,57,261,0.506898314,590,1367,0.69851814,1055,902,0.539090445
2011,Hounslow 017,E02000542,2339,148,408,200,243,192,233,313,87,515,345,1055,620,282,37,0.598546387,151,171,170,19,203,1135,490,0.694741342,1115,846,53,325,0.476699444,632,1707,0.729799059,1340,999,0.572894399
2011,Hounslow 018,E02000543,3374,201,828,332,319,283,298,427,99,587,462,1682,871,325,34,0.63544754,173,197,213,25,265,1862,639,0.741256669,1411,1422,89,452,0.418197985,903,2471,0.732365145,1988,1386,0.589211618
2011,Hounslow 019,E02000544,1387,92,271,164,187,113,115,166,68,211,222,498,396,246,25,0.519105984,100,123,152,15,151,605,241,0.609949531,557,592,45,193,0.401586157,372,1015,0.731795242,710,677,0.511896179
2011,Hounslow 020,E02000545,1336,107,273,219,167,81,115,163,40,171,177,471,452,214,22,0.48502994,114,122,158,17,147,619,159,0.582335329,608,550,27,151,0.45508982,346,990,0.741017964,628,708,0.47005988
2011,Hounslow 021,E02000546,1859,89,308,266,197,124,159,299,57,360,341,743,517,227,31,0.583109198,150,175,164,17,179,865,309,0.631522324,888,690,62,219,0.47767617,624,1235,0.664335664,999,860,0.537385691
2011,Hounslow 021,E02000547,1435,84,176,138,191,106,174,205,58,303,250,508,428,228,21,0.528222997,144,198,199,22,141,499,232,0.509407666,792,448,48,147,0.551916376,373,1062,0.740069686,665,770,0.463414634
2011,Hounslow 023,E02000548,1182,63,130,109,164,72,142,169,59,274,225,402,345,193,17,0.530456853,118,183,159,19,130,362,211,0.484771574,671,369,22,120,0.567681895,351,831,0.703045685,511,671,0.432318105
2011,Hounslow 024,E02000549,1634,83,238,149,220,127,207,215,58,337,301,554,462,291,26,0.523255814,161,219,190,27,180,581,276,0.524479804,933,496,54,151,0.570991432,471,1163,0.711750306,752,882,0.460220318
2011,Hounslow 025,E02000550,1808,103,424,197,228,123,195,194,67,277,228,739,569,249,23,0.534845133,158,216,183,21,179,783,268,0.58130531,886,658,69,195,0.490044248,393,1415,0.782632743,918,890,0.507743363
2011,Hounslow 026,E02000551,1188,74,107,92,143,101,170,199,59,243,225,350,360,224,29,0.484006734,154,154,188,18,142,331,201,0.447811448,709,324,38,117,0.596801347,391,797,0.670875421,509,679,0.428451178
2011,Hounslow 027,E02000552,1083,74,159,124,157,91,110,117,42,209,155,403,358,152,15,0.515235457,96,153,159,21,134,375,145,0.480147738,512,409,35,127,0.472760849,258,825,0.761772853,521,562,0.481071099
2011,Hounslow 028,E02000553,750,54,96,86,115,59,78,120,35,107,147,226,223,132,22,0.497333333,95,112,119,14,104,228,78,0.408,392,265,13,80,0.522666667,221,529,0.705333333,345,405,0.46
2011,Hounslow 029,E02006792,2561,367,802,544,289,126,151,126,32,124,224,1140,813,330,54,0.532604451,73,118,134,25,190,1737,284,0.789144865,1195,1024,50,292,0.466614604,366,2195,0.857087075,1308,1253,0.510737993
2011,Islington 001,E02000554,2461,204,621,487,301,161,174,187,61,265,313,1022,757,326,43,0.542462414,167,170,255,24,254,1416,175,0.646485169,1945,244,42,230,0.790329134,586,1875,0.761885412,1123,1338,0.45631857
2011,Islington 002,E02000555,2793,276,797,565,375,158,160,197,39,226,406,1098,868,367,54,0.53848908,152,175,226,26,260,1733,221,0.699606158,2244,242,56,251,0.803437164,567,2226,0.796992481,1295,1498,0.463659148
2011,Islington 003,E02000556,3396,308,996,743,387,164,205,263,59,271,474,1593,945,342,42,0.608657244,149,193,262,35,330,2173,254,0.714664311,2623,386,84,303,0.77237927,638,2758,0.81213192,1562,1834,0.459952886
2011,Islington 004,E02000557,2519,244,725,504,319,107,174,198,44,204,313,1085,765,303,53,0.554982136,126,150,217,18,244,1576,188,0.700277888,1963,263,52,241,0.779277491,570,1949,0.77371973,1213,1306,0.481540294
2011,Islington 005,E02000558,2110,152,472,371,249,160,166,201,45,294,304,899,597,287,23,0.57014218,192,162,203,31,248,1055,219,0.603791469,1627,195,65,223,0.771090047,586,1524,0.722274882,1017,1093,0.481990521
2011,Islington 006,E02000559,3412,381,1312,834,328,103,111,156,37,150,404,1736,946,284,42,0.627198124,91,95,160,17,249,2627,173,0.82063306,2758,311,89,254,0.808323564,473,2939,0.86137163,1728,1684,0.506447831
2011,Islington 007,E02000560,2625,249,775,593,288,110,129,206,30,245,446,1295,645,206,33,0.663238095,98,106,163,15,228,1765,250,0.767619048,2055,250,63,257,0.782857143,526,2099,0.799619048,1335,1290,0.508571429
2011,Islington 008,E02000561,2264,258,817,533,217,85,101,111,19,123,267,960,682,298,57,0.541961131,63,84,141,21,189,1642,124,0.780035336,1803,167,55,239,0.796378092,403,1861,0.821996466,1031,1233,0.455388693
2011,Islington 009,E02000562,2262,250,801,502,211,65,115,159,21,138,261,1036,663,253,49,0.573386384,106,116,142,14,189,1579,116,0.74933687,1856,213,37,156,0.820512821,411,1851,0.818302387,1053,1209,0.465517241
2011,Islington 010,E02000563,2328,203,574,450,279,150,140,209,46,277,403,982,643,264,36,0.594931271,169,185,203,22,215,1367,167,0.658934708,1873,188,50,217,0.804553265,536,1792,0.76975945,1141,1187,0.490120275
2011,Islington 011,E02000564,4022,431,1503,830,387,132,209,250,48,232,530,2243,888,322,39,0.689457981,149,177,229,32,295,2845,295,0.780706116,3306,333,102,281,0.821979115,575,3447,0.8570363,1965,2057,0.488562904
2011,Islington 012,E02000565,2257,200,695,476,236,104,132,177,41,196,275,1072,649,233,28,0.596809925,149,133,166,16,190,1437,166,0.710234825,1797,200,60,200,0.796189632,477,1780,0.78865751,1014,1243,0.449268941
2011,Islington 013,E02000566,2807,362,1112,650,236,80,93,131,21,122,281,1389,787,305,45,0.594941218,91,97,137,11,185,2129,157,0.81439259,2342,217,80,168,0.834342715,415,2392,0.852155326,1348,1459,0.480228001
2011,Islington 014,E02000567,3314,422,1094,768,320,116,150,189,45,210,354,1665,923,326,46,0.609233555,180,176,204,18,265,2257,214,0.745624623,2715,280,72,247,0.81925166,529,2785,0.84037417,1516,1798,0.457453229
2011,Islington 015,E02000568,2229,222,535,407,285,118,130,213,37,282,401,971,572,245,40,0.615522656,204,178,196,25,230,1176,220,0.626289816,1764,181,63,221,0.791386272,548,1681,0.754149843,1062,1167,0.476446837
2011,Islington 016,E02000569,2977,361,931,676,329,101,155,192,36,196,371,1340,847,363,56,0.574739671,182,195,194,25,224,1960,197,0.724554921,2496,215,58,208,0.838427948,509,2468,0.829022506,1387,1590,0.465905274
2011,Islington 017,E02000570,2579,367,937,655,227,67,77,128,22,99,278,1226,706,316,53,0.583171772,87,108,134,15,193,1909,133,0.79177976,2128,166,69,216,0.825126018,347,2232,0.865451725,1273,1306,0.493602171
2011,Islington 018,E02000571,2053,231,585,460,235,88,123,139,21,171,272,912,571,260,38,0.576717,159,125,179,27,167,1253,143,0.679980516,1683,142,58,170,0.819775938,386,1667,0.811982465,999,1054,0.486604968
2011,Islington 019,E02000572,1773,149,398,319,216,112,124,190,48,217,326,706,478,235,28,0.582064298,174,165,178,13,186,862,195,0.596164693,1410,128,55,180,0.795262267,492,1281,0.72250423,853,920,0.481105471
2011,Islington 020,E02000573,2517,391,851,681,205,70,85,113,22,99,261,1250,653,306,47,0.600317839,83,101,109,9,149,1873,193,0.820818435,2130,146,67,174,0.84624553,365,2152,0.854986095,1250,1267,0.496622964
2011,Islington 021,E02000574,2046,256,668,433,212,73,101,135,26,142,281,945,566,216,38,0.599217986,95,116,122,13,187,1364,149,0.739491691,1618,151,94,183,0.790811339,366,1680,0.82111437,1067,979,0.521505376
2011,Islington 022,E02000575,2309,273,687,536,188,99,131,187,35,173,369,979,667,259,35,0.583802512,118,132,153,24,215,1485,182,0.721957557,1772,203,95,239,0.767431789,505,1804,0.781290602,1187,1122,0.514075357
2011,Islington 023,E02000576,1687,168,399,329,191,81,127,140,47,205,268,625,527,239,28,0.529342027,160,153,176,15,156,883,144,0.60877297,1315,150,46,176,0.779490219,422,1265,0.749851808,881,806,0.522228809
2011,Kensington and Chelsea 001,E02000577,1486,119,211,275,172,83,184,165,49,228,189,519,465,272,41,0.476446837,150,146,137,18,183,612,240,0.573351279,1202,113,26,145,0.808882907,422,1064,0.716016151,718,768,0.483176312
2011,Kensington and Chelsea 002,E02000578,1152,101,214,154,160,76,105,137,44,161,182,362,362,218,28,0.472222222,124,125,147,14,135,485,122,0.526909722,900,107,25,120,0.78125,334,818,0.710069444,526,626,0.456597222
2011,Kensington and Chelsea 003,E02000579,2086,297,476,513,219,110,136,133,26,176,215,776,699,335,61,0.475071908,119,146,135,10,191,1268,217,0.711888782,1645,200,30,211,0.788590604,420,1666,0.798657718,971,1115,0.46548418
2011,Kensington and Chelsea 004,E02000580,2455,367,579,601,255,104,116,179,47,207,225,1112,703,352,63,0.544602851,123,145,188,19,201,1490,289,0.724643585,1986,222,42,205,0.808961303,439,2016,0.821181263,1208,1247,0.492057026
2011,Kensington and Chelsea 005,E02000581,1501,159,267,234,189,96,153,139,42,222,177,497,464,300,63,0.449033977,164,135,153,19,171,666,193,0.572285143,1207,105,29,160,0.80413058,416,1085,0.722851432,688,813,0.458361093
2011,Kensington and Chelsea 006,E02000582,2517,572,741,643,216,37,91,104,17,96,178,1189,781,307,62,0.543106873,57,51,75,9,145,1854,326,0.866110449,1987,264,46,220,0.789431863,343,2174,0.863726659,1333,1184,0.529598729
2011,Kensington and Chelsea 007,E02000583,1963,479,561,524,154,41,59,59,12,74,143,811,679,271,59,0.48599083,38,55,84,6,110,1471,199,0.850738665,1599,188,36,140,0.814569536,220,1743,0.887926643,1044,919,0.531839022
2011,Kensington and Chelsea 008,E02000584,2284,626,660,628,144,39,51,77,8,51,154,981,750,326,73,0.496935201,29,36,82,2,113,1754,268,0.885288967,1863,238,40,143,0.815674256,256,2028,0.887915937,1289,995,0.564360771
2011,Kensington and Chelsea 009,E02000585,2058,455,570,485,196,68,72,89,12,111,147,861,706,272,72,0.489795918,56,45,71,5,121,1519,241,0.855199223,1641,209,38,170,0.797376093,332,1726,0.838678328,1113,945,0.540816327
2011,Kensington and Chelsea 010,E02000586,1876,539,522,533,136,24,30,50,4,38,113,786,677,247,53,0.479211087,23,32,35,1,96,1455,234,0.900319829,1462,261,43,110,0.779317697,166,1710,0.911513859,1126,750,0.60021322
2011,Kensington and Chelsea 011,E02000587,1877,519,527,488,146,35,69,46,7,40,124,747,627,304,75,0.464038359,35,39,54,3,69,1440,237,0.89344699,1500,190,38,149,0.799147576,218,1659,0.883857219,1112,765,0.592434736
2011,Kensington and Chelsea 012,E02000588,1930,566,493,571,126,30,47,53,10,34,149,839,612,254,76,0.511917098,41,26,52,1,95,1460,255,0.888601036,1593,169,26,142,0.825388601,211,1719,0.890673575,1147,783,0.594300518
2011,Kensington and Chelsea 013,E02000589,2466,565,658,767,191,43,61,80,20,81,171,1201,817,234,43,0.556366586,48,38,74,14,109,1855,328,0.885239254,1950,277,42,197,0.790754258,276,2190,0.888077859,1477,989,0.598945661
2011,Kensington and Chelsea 014,E02000590,1744,404,403,478,182,46,77,72,19,63,171,719,495,297,62,0.510321101,56,69,82,7,114,1191,225,0.811926606,1362,207,22,153,0.780963303,271,1473,0.844610092,949,795,0.544151376
2011,Kensington and Chelsea 015,E02000591,2143,370,526,533,209,69,134,146,29,127,186,991,635,293,38,0.549230051,89,90,104,13,149,1408,290,0.792347177,1675,246,41,181,0.781614559,333,1810,0.844610359,1160,983,0.541297247
2011,Kensington and Chelsea 016,E02000592,2106,649,540,631,132,20,47,42,7,38,136,984,685,239,62,0.531813865,19,25,41,2,86,1675,258,0.917853751,1710,244,28,124,0.811965812,167,1939,0.920702754,1255,851,0.595916429
2011,Kensington and Chelsea 017,E02000593,2526,591,658,686,223,51,93,103,26,95,178,1199,814,279,56,0.545130641,69,74,95,12,143,1780,353,0.844418052,1989,308,47,182,0.787410926,320,2206,0.873317498,1366,1160,0.54077593
2011,Kensington and Chelsea 018,E02000594,1637,467,418,402,140,34,38,82,9,47,119,631,511,298,78,0.458155162,35,50,65,4,122,1189,172,0.8313989,1343,139,30,125,0.820403177,184,1453,0.887599267,962,675,0.587660354
2011,Kensington and Chelsea 019,E02000595,1703,415,411,516,154,18,60,61,18,50,161,710,506,257,69,0.511450382,47,42,64,8,119,1219,204,0.835584263,1375,167,42,119,0.807398708,234,1469,0.86259542,917,786,0.538461538
2011,Kensington and Chelsea 020,E02000596,1955,505,538,539,174,24,55,63,13,44,155,859,613,266,62,0.518670077,21,34,77,10,123,1464,226,0.864450128,1601,202,37,115,0.818925831,192,1763,0.901790281,1033,922,0.528388747
2011,Kensington and Chelsea 021,E02000597,1586,245,311,341,191,60,114,162,32,130,211,572,451,299,53,0.49369483,114,115,139,10,170,840,198,0.654476671,1286,124,42,134,0.810844893,354,1232,0.776796974,776,810,0.489281211
2011,Kingston upon Thames 001,E02000598,1183,179,380,217,164,41,64,77,5,56,130,235,528,255,35,0.308537616,43,79,96,12,101,779,73,0.720202874,366,716,19,82,0.309382925,258,925,0.781910397,637,546,0.538461538
2011,Kingston upon Thames 002,E02000599,1039,186,261,192,143,20,52,109,12,64,223,237,322,220,37,0.442733397,33,46,78,5,159,653,65,0.691049086,340,596,15,88,0.327237729,294,745,0.717035611,558,481,0.53705486
2011,Kingston upon Thames 003,E02000600,1721,251,508,296,188,62,102,153,37,124,264,553,649,215,40,0.474723998,54,90,136,8,243,1065,125,0.691458454,599,966,41,115,0.348053457,440,1281,0.744334689,884,837,0.513654852
2011,Kingston upon Thames 004,E02000601,2181,412,698,502,249,44,72,98,24,82,194,715,940,295,37,0.416781293,45,103,170,10,195,1556,102,0.760201742,503,1469,52,157,0.230628152,334,1847,0.846859239,1201,980,0.550664833
2011,Kingston upon Thames 005,E02000602,1755,207,462,325,170,82,115,191,40,163,297,652,561,225,20,0.540740741,89,131,143,12,246,1020,114,0.646153846,617,960,34,144,0.351566952,469,1286,0.732763533,892,863,0.508262108
2011,Kingston upon Thames 006,E02000603,1231,117,261,161,165,85,87,166,32,157,205,349,442,218,17,0.450040617,85,105,149,15,138,607,132,0.600324939,511,564,36,120,0.415109667,342,889,0.722177092,615,616,0.499593826
2011,Kingston upon Thames 007,E02000604,1894,255,533,340,261,88,106,173,21,117,241,557,722,344,30,0.421330517,82,126,170,24,180,1152,160,0.692713833,605,1094,34,161,0.319429778,396,1498,0.790918691,996,898,0.525871172
2011,Kingston upon Thames 008,E02000605,1449,190,441,287,197,46,68,112,29,79,166,399,598,255,31,0.389924086,61,97,123,14,158,895,101,0.6873706,441,893,32,83,0.304347826,339,1110,0.766045549,770,679,0.531400966
2011,Kingston upon Thames 009,E02000606,2560,382,831,561,298,77,89,163,25,134,273,1095,855,299,38,0.534375,56,103,160,15,292,1794,140,0.75546875,527,1767,72,194,0.205859375,387,2173,0.848828125,1350,1210,0.52734375
2011,Kingston upon Thames 010,E02000607,1264,184,382,251,162,45,54,101,12,73,179,414,444,201,26,0.46914557,32,61,99,6,187,807,72,0.695411392,311,828,31,94,0.246044304,304,960,0.759493671,636,628,0.503164557
