date,geography,geography code,all_personal transport,Occupation_Managers/directors/senior officials,Occupation_Professional occupations,Occupation_Associate professional and technical occupations,Occupation_Administrative and secretarial occupations,Occupation_Skilled trades occupations,Occupation_Caring/leisure/other service occupations,Occupation_Sales and customer service occupations,Occupation_Process/plant/machine operatives,Occupation_Elementary occupations,Age_16-24,Age_25-34,Age_35-49,Age_50-64,Age_>=65 ,Index(age under 34),Highest Level of Qualification_No qualifications,Highest Level of Qualification_Level 1,Highest Level of Qualification_Level 2,Highest Level of Qualification_Apprenticeship,Highest Level of Qualification_Level 3,Highest Level of Qualification_Level 4,Highest Level of Qualification_Other qualifications,Index(higher or equal to level 4),distance_<10km,distance_10km-30km,distance_>=30km,distance_Other,Index(distance less than 10km),work hour_Part-time_30 hours or less,work hour_Full-time_31 hours or less,Index(full time),sex_Males,sex_Females,Index(sex of males)
2011,Havering 015,E02000478,1488,313,350,145,206,174,102,72,66,60,171,192,464,540,121,0.243951613,191,238,225,57,180,532,65,0.401209677,785,461,78,164,0.527553763,438,1050,0.705645161,815,673,0.547715054
2011,Havering 016,E02000479,1604,157,284,214,195,269,137,83,130,135,157,401,612,402,32,0.347880299,178,282,267,70,224,486,97,0.363466334,860,409,106,229,0.536159601,375,1229,0.766209476,902,702,0.56234414
2011,Havering 017,E02000480,1983,167,276,219,253,391,192,127,218,140,177,422,805,531,48,0.302067574,269,326,334,104,305,504,141,0.32526475,1056,497,123,307,0.532526475,455,1528,0.770549672,1155,828,0.582450832
2011,Havering 018,E02000481,1685,175,293,184,267,234,158,124,144,106,160,234,695,527,69,0.233827893,170,313,340,92,256,448,66,0.30504451,910,494,97,184,0.540059347,509,1176,0.697922849,872,813,0.517507418
2011,Havering 019,E02000482,1119,157,239,110,188,150,97,57,54,67,120,108,406,419,66,0.203753351,100,177,213,58,161,368,42,0.36639857,588,338,53,140,0.525469169,362,757,0.676496872,574,545,0.512957998
2011,Havering 020,E02000483,1627,157,259,189,207,311,140,104,139,121,160,287,624,500,56,0.274738783,183,333,281,98,259,406,67,0.290719115,871,451,90,215,0.535341119,448,1179,0.724646589,893,734,0.548862938
2011,Havering 021,E02000484,2061,195,306,261,335,336,181,117,192,138,200,329,771,700,61,0.256671519,271,396,414,116,296,482,86,0.275594372,1155,538,87,281,0.560407569,560,1501,0.728287239,1119,942,0.54294032
2011,Havering 022,E02000485,1553,161,268,170,216,254,152,100,120,112,123,265,624,477,64,0.249839021,157,268,302,85,252,419,70,0.314874437,791,457,91,214,0.509336768,438,1115,0.717965229,841,712,0.541532518
2011,Havering 023,E02000486,1548,126,208,205,232,272,147,108,131,119,157,268,592,490,41,0.274547804,191,304,278,88,268,368,51,0.270671835,870,393,72,213,0.562015504,428,1120,0.723514212,820,728,0.529715762
2011,Havering 024,E02000487,1568,179,359,204,224,214,137,90,92,69,145,130,582,646,65,0.175382653,125,240,290,86,220,563,44,0.387117347,858,429,84,197,0.547193878,528,1040,0.663265306,816,752,0.520408163
2011,Havering 025,E02000488,1626,152,233,203,238,247,157,115,143,138,173,250,635,528,40,0.260147601,179,316,347,95,269,353,67,0.258302583,916,411,96,203,0.563345633,460,1166,0.717097171,897,729,0.551660517
2011,Havering 026,E02000489,1587,118,225,152,239,304,162,99,156,132,191,262,593,497,44,0.285444234,210,300,327,94,241,342,73,0.261499685,861,412,69,245,0.542533081,378,1209,0.761814745,895,692,0.563957152
2011,Havering 027,E02000490,1797,144,167,167,279,305,187,173,220,155,176,306,728,525,62,0.268224819,304,358,378,104,257,286,110,0.220367279,1003,430,85,279,0.558152476,514,1283,0.713967724,972,825,0.540901503
2011,Havering 028,E02000491,1963,181,215,163,255,350,170,174,272,183,209,370,786,551,47,0.294956699,347,392,351,107,269,375,122,0.253183902,1104,491,84,284,0.562404483,525,1438,0.732552216,1118,845,0.569536424
2011,Havering 029,E02000492,1644,165,174,147,277,292,134,139,181,135,197,192,632,550,73,0.236618005,280,341,282,115,249,295,82,0.229318735,898,420,86,240,0.54622871,516,1128,0.686131387,907,737,0.551703163
2011,Havering 030,E02000493,1393,118,155,126,176,225,128,135,170,160,155,300,554,357,27,0.326633166,201,289,272,69,183,279,100,0.272074659,751,378,69,195,0.539124192,356,1037,0.744436468,772,621,0.554199569
2011,Hillingdon 001,E02000494,1611,338,506,206,215,88,110,59,53,36,88,250,580,589,104,0.209807573,116,166,157,37,171,863,101,0.598386096,809,545,103,154,0.502172564,429,1182,0.733705773,827,784,0.513345748
2011,Hillingdon 002,E02000495,2043,248,532,275,256,227,159,117,117,112,127,501,790,536,89,0.307391092,163,232,286,44,260,918,140,0.517865884,1051,564,126,302,0.51443955,527,1516,0.742046011,1054,989,0.515907978
2011,Hillingdon 003,E02000496,2237,279,353,292,326,323,198,98,179,189,167,478,916,603,73,0.288332588,237,391,402,97,309,684,117,0.358068842,1074,766,124,273,0.480107287,508,1729,0.772910148,1187,1050,0.530621368
2011,Hillingdon 004,E02000497,2067,286,470,279,249,256,197,104,107,119,152,376,855,609,75,0.255442671,162,287,303,92,306,819,98,0.443638123,1168,527,107,265,0.56507015,528,1539,0.744557329,1053,1014,0.509433962
2011,Hillingdon 005,E02000498,1738,205,344,267,263,227,174,93,73,92,131,353,662,531,61,0.278481013,137,279,310,79,252,628,53,0.391829689,926,512,69,231,0.532796318,444,1294,0.744533947,866,872,0.498273878
2011,Hillingdon 006,E02000499,1782,218,390,277,284,203,158,76,92,84,164,241,686,628,63,0.227272727,110,266,296,74,256,691,89,0.437710438,1030,442,88,222,0.578002245,502,1280,0.718294052,904,878,0.507295174
2011,Hillingdon 007,E02000500,1968,282,467,267,300,240,153,85,87,87,181,358,730,633,66,0.273882114,106,291,339,87,273,794,78,0.443089431,1045,547,128,248,0.530995935,491,1477,0.75050813,1015,953,0.515752033
2011,Hillingdon 008,E02000501,2130,222,415,292,331,294,202,124,135,115,187,372,909,589,73,0.262441315,162,369,351,102,291,760,95,0.401408451,1240,530,91,269,0.582159624,527,1603,0.75258216,1082,1048,0.507981221
2011,Hillingdon 009,E02000502,1883,195,348,313,283,249,140,95,137,123,141,486,739,476,41,0.332979288,107,302,335,79,283,669,108,0.412639405,1039,524,88,232,0.551779076,408,1475,0.783324482,1016,867,0.539564525
2011,Hillingdon 010,E02000503,2429,268,398,381,355,375,210,147,154,141,219,498,1059,608,45,0.295183203,192,446,439,150,374,724,104,0.340881021,1342,668,121,298,0.552490737,552,1877,0.772745986,1272,1157,0.523672293
2011,Hillingdon 011,E02000504,2045,273,492,340,285,232,152,86,113,72,174,298,872,630,71,0.230806846,114,284,326,105,310,822,84,0.443031785,1160,529,112,244,0.567237164,526,1519,0.742787286,1077,968,0.526650367
2011,Hillingdon 013,E02000506,2133,402,510,283,260,195,160,111,105,107,204,284,827,725,93,0.228785748,137,283,291,96,285,914,127,0.488045007,1157,607,141,228,0.542428504,538,1595,0.74777309,1144,989,0.536333802
2011,Hillingdon 014,E02000507,2367,225,385,297,385,348,219,157,160,191,258,497,916,631,65,0.318969159,192,440,417,117,381,678,142,0.34643008,1432,563,104,268,0.604985213,508,1859,0.785382341,1275,1092,0.538656527
2011,Hillingdon 015,E02000508,1745,228,340,308,196,161,165,112,104,131,237,490,647,335,36,0.416618911,138,226,231,63,312,708,67,0.444126074,946,476,149,174,0.542120344,395,1350,0.773638968,1008,737,0.57765043
2011,Hillingdon 016,E02000509,1668,186,343,250,197,172,105,152,145,118,279,428,599,337,25,0.423860911,110,220,244,47,297,645,105,0.449640288,859,457,143,209,0.51498801,430,1238,0.742206235,925,743,0.554556355
2011,Hillingdon 017,E02000510,2218,257,417,299,326,294,177,115,163,170,215,443,843,639,78,0.296663661,217,378,352,97,304,740,130,0.392245266,1335,522,109,252,0.601893598,512,1706,0.769161407,1223,995,0.551397656
2011,Hillingdon 018,E02000511,2746,227,380,281,436,361,281,205,308,267,294,552,1112,712,76,0.308084487,251,559,455,133,380,718,250,0.352512746,1824,530,110,282,0.664238893,608,2138,0.778587036,1529,1217,0.556809905
2011,Hillingdon 019,E02000512,1911,188,289,224,250,240,166,133,229,192,203,484,751,410,63,0.359497645,231,303,328,80,253,572,144,0.374672946,1179,411,103,218,0.616954474,427,1484,0.776556777,1103,808,0.57718472
2011,Hillingdon 020,E02000513,2019,207,257,207,246,238,210,154,270,230,166,542,852,415,44,0.350668648,264,334,304,58,232,576,251,0.409608717,1330,391,81,217,0.658741951,447,1572,0.778603269,1157,862,0.573055968
2011,Hillingdon 021,E02000514,2348,233,305,240,298,246,164,244,301,317,193,545,978,576,56,0.314310051,278,379,318,54,281,700,338,0.442078365,1605,442,94,207,0.683560477,492,1856,0.790459966,1384,964,0.589437819
2011,Hillingdon 022,E02000515,2561,238,420,325,333,295,243,159,306,242,264,760,956,528,53,0.399843811,286,454,409,90,340,785,197,0.383443967,1594,556,125,286,0.62241312,492,2069,0.807887544,1466,1095,0.572432643
2011,Hillingdon 023,E02000516,2137,228,319,223,279,216,178,199,262,233,168,540,874,496,59,0.331305569,231,342,281,67,234,735,247,0.459522695,1425,416,76,220,0.666822649,495,1642,0.768366869,1221,916,0.571361722
2011,Hillingdon 024,E02000517,1923,169,222,189,252,236,172,180,275,228,173,478,758,478,36,0.338533541,302,332,305,50,213,481,240,0.374934997,1246,398,77,202,0.647945918,431,1492,0.775871035,1128,795,0.586583463
2011,Hillingdon 025,E02000518,2055,178,264,234,291,293,182,113,246,254,182,575,826,423,49,0.36836983,275,406,346,83,239,536,170,0.343552311,1256,484,98,217,0.611192214,427,1628,0.792214112,1185,870,0.576642336
2011,Hillingdon 026,E02000519,1788,175,211,164,250,191,151,166,249,231,144,438,752,417,37,0.325503356,231,290,257,48,204,523,235,0.42393736,1208,344,85,151,0.675615213,390,1398,0.781879195,1056,732,0.590604027
2011,Hillingdon 027,E02000520,2227,203,280,223,273,300,154,163,335,296,180,578,892,525,52,0.340368208,308,360,301,74,273,622,289,0.409070498,1442,401,113,271,0.647507858,473,1754,0.787606646,1375,852,0.617422542
2011,Hillingdon 028,E02000521,2300,196,273,228,313,281,209,183,331,286,211,573,978,500,38,0.340869565,297,462,321,81,290,609,240,0.369130435,1469,463,116,252,0.638695652,529,1771,0.77,1286,1014,0.559130435
2011,Hillingdon 029,E02000522,2041,189,313,212,291,308,194,135,220,179,178,528,818,471,46,0.345908868,233,372,328,89,222,610,187,0.390494855,1275,402,97,267,0.624693778,413,1628,0.797648212,1158,883,0.567368937
2011,Hillingdon 030,E02000523,2097,189,249,184,274,247,164,156,322,312,167,541,872,485,32,0.337625179,241,346,306,54,236,601,313,0.435860753,1389,384,104,220,0.662374821,464,1633,0.778731521,1257,840,0.599427754
2011,Hillingdon 031,E02000524,1606,165,191,178,216,190,127,96,270,173,137,429,592,397,51,0.352428394,207,272,231,57,200,476,163,0.397882939,1032,317,72,185,0.642590286,270,1336,0.831880448,953,653,0.593399751
2011,Hillingdon 032,E02000525,1714,170,193,168,217,193,137,126,275,235,126,444,720,380,44,0.332555426,189,294,225,48,181,516,261,0.453325554,1125,328,71,190,0.656359393,357,1357,0.791715286,1074,640,0.626604434
2011,Hillingdon 033,E02006796,2089,238,296,276,292,311,199,138,175,164,168,505,829,519,68,0.322163715,203,352,326,88,331,633,156,0.377692676,1200,519,66,304,0.57443753,495,1594,0.763044519,1121,968,0.536620393
2011,Hounslow 001,E02000526,836,211,243,183,47,54,28,29,29,12,43,201,354,212,26,0.291866029,29,52,50,10,86,551,58,0.7284689,411,249,71,105,0.491626794,134,702,0.839712919,448,388,0.535885167
2011,Hounslow 003,E02000528,1547,196,315,233,141,188,136,62,148,128,87,490,587,351,32,0.372979961,190,169,167,40,158,626,197,0.531997414,820,355,101,271,0.530058177,310,1237,0.799612153,933,614,0.60310278
2011,Hounslow 004,E02000529,1882,185,291,194,238,177,127,181,251,238,162,488,728,465,39,0.345377258,184,268,222,38,198,669,303,0.516471838,1285,305,89,203,0.682784272,422,1460,0.775770457,1125,757,0.597768332
2011,Hounslow 005,E02000530,1242,114,107,114,157,129,107,122,208,184,100,304,522,286,30,0.325281804,181,208,168,26,107,333,219,0.444444444,865,194,49,134,0.696457327,344,898,0.723027375,761,481,0.612721417
2011,Hounslow 006,E02000531,1621,226,349,249,161,177,129,75,135,120,111,462,597,404,47,0.353485503,166,168,188,39,190,716,154,0.536705737,890,367,112,252,0.5490438,325,1296,0.799506477,921,700,0.568167798
2011,Hounslow 007,E02000532,1194,275,326,182,88,108,62,38,71,44,54,254,505,336,45,0.257956449,67,91,102,30,117,700,87,0.659128978,622,306,105,161,0.520938023,235,959,0.80318258,684,510,0.572864322
2011,Hounslow 008,E02000533,1174,258,346,247,70,66,74,35,38,40,41,249,538,285,61,0.247018739,49,70,103,13,129,728,82,0.689948893,574,311,119,170,0.488926746,219,955,0.813458262,619,555,0.52725724
2011,Hounslow 009,E02000534,1842,273,483,249,237,152,129,90,126,103,101,460,698,512,71,0.304560261,109,174,204,30,165,986,174,0.629750271,1143,356,107,236,0.620521173,401,1441,0.782301846,1030,812,0.55917481
2011,Hounslow 010,E02000535,2174,201,336,260,321,197,151,189,265,254,133,566,830,606,39,0.321527139,161,314,257,37,212,851,342,0.54875805,1500,383,92,199,0.689972401,444,1730,0.795768169,1278,896,0.587856486
2011,Hounslow 011,E02000536,1896,227,322,231,265,169,141,156,181,204,134,508,734,480,40,0.338607595,174,236,235,27,183,777,264,0.549050633,1219,382,91,204,0.642932489,411,1485,0.783227848,1150,746,0.606540084
2011,Hounslow 012,E02000537,1468,166,363,196,152,137,110,87,128,129,82,441,523,376,46,0.35626703,98,130,128,24,121,742,225,0.658719346,919,287,74,188,0.626021798,290,1178,0.802452316,875,593,0.596049046
2011,Hounslow 013,E02000538,1836,183,207,209,246,189,118,157,267,260,152,535,683,436,30,0.374183007,203,251,237,25,191,612,317,0.505991285,1205,349,83,199,0.656318083,371,1465,0.797930283,1148,688,0.625272331
2011,Hounslow 014,E02000539,1977,231,487,274,202,223,150,99,159,152,108,626,799,401,43,0.3712696,170,192,237,50,231,904,193,0.554881133,1185,441,81,270,0.59939302,358,1619,0.818917552,1096,881,0.554375316
2011,Hounslow 015,E02000540,1397,158,329,187,134,174,111,75,123,106,67,389,555,353,33,0.326413744,81,151,141,36,178,648,162,0.579813887,841,280,77,199,0.602004295,274,1123,0.803865426,869,528,0.622047244
2011,Hounslow 016,E02000541,1447,134,187,158,169,143,85,130,209,232,93,427,552,337,38,0.359364202,183,198,151,25,150,505,235,0.511402903,965,257,50,175,0.666897028,288,1159,0.800967519,928,519,0.641326883
2011,Hounslow 017,E02000542,1389,152,206,163,186,122,89,124,148,199,102,382,535,343,27,0.348452124,136,187,157,19,140,530,220,0.539956803,898,260,75,156,0.646508279,290,1099,0.791216703,860,529,0.619150468
2011,Hounslow 018,E02000543,1672,183,360,207,187,177,122,113,159,164,80,497,699,366,30,0.345095694,152,179,170,24,153,746,248,0.594497608,1028,330,78,236,0.614832536,352,1320,0.789473684,1042,630,0.623205742
2011,Hounslow 019,E02000544,1898,199,352,255,260,224,139,131,173,165,124,436,732,561,45,0.295047418,165,251,262,65,221,718,216,0.492096944,1263,327,93,215,0.665437302,381,1517,0.799262381,1045,853,0.550579557
2011,Hounslow 020,E02000545,1505,178,306,243,136,148,133,91,140,130,120,379,617,361,28,0.331561462,168,165,193,32,171,619,157,0.515614618,921,292,99,193,0.611960133,338,1167,0.775415282,833,672,0.553488372
2011,Hounslow 021,E02000546,1805,171,279,205,227,186,119,144,245,229,107,525,708,429,36,0.350138504,174,262,198,32,176,677,286,0.533518006,1192,340,80,193,0.660387812,405,1400,0.775623269,1134,671,0.628254848
2011,Hounslow 021,E02000547,2245,210,242,221,330,242,196,180,335,289,165,550,923,553,54,0.318485523,315,428,333,77,229,595,268,0.3844098,1479,410,82,274,0.658797327,459,1786,0.795545657,1287,958,0.573273942
2011,Hounslow 023,E02000548,2327,216,229,267,353,311,222,165,309,255,204,648,869,554,52,0.366136657,313,469,373,84,291,513,284,0.342501074,1523,443,97,264,0.654490761,477,1850,0.795015041,1350,977,0.580146111
2011,Hounslow 024,E02000549,2640,210,289,295,383,348,228,197,336,354,237,590,1047,692,74,0.313257576,363,479,430,104,295,642,327,0.367045455,1780,458,107,295,0.674242424,553,2087,0.790530303,1545,1095,0.585227273
2011,Hounslow 025,E02000550,2188,192,273,243,287,276,204,169,281,263,188,629,921,418,32,0.373400366,307,395,345,57,236,588,260,0.387568556,1515,368,75,230,0.692413163,408,1780,0.813528336,1259,929,0.575411335
2011,Hounslow 026,E02000551,1773,127,185,193,212,252,193,138,245,228,145,475,703,400,50,0.349689791,266,302,266,73,210,437,219,0.36999436,1173,303,64,233,0.661590525,413,1360,0.767061478,1047,726,0.590524535
2011,Hounslow 027,E02000552,2437,200,304,303,398,316,238,160,265,253,201,685,1060,451,40,0.363561756,263,474,442,95,321,630,212,0.345506771,1600,462,82,293,0.656544932,478,1959,0.803857201,1342,1095,0.550677062
2011,Hounslow 028,E02000553,1772,159,249,217,245,237,155,122,175,213,163,403,728,433,45,0.319413093,215,307,313,82,233,470,152,0.351015801,1129,345,61,237,0.637133183,383,1389,0.783860045,963,809,0.543453725
2011,Hounslow 029,E02006792,997,180,308,226,56,72,46,27,51,31,51,336,390,184,36,0.388164493,51,55,75,13,78,641,84,0.727181545,395,325,135,142,0.396188566,155,842,0.844533601,599,398,0.600802407
2011,Islington 001,E02000554,531,58,115,73,36,92,22,26,60,49,25,139,235,121,11,0.308851224,67,57,57,10,51,227,62,0.544256121,288,110,15,118,0.542372881,152,379,0.713747646,337,194,0.634651601
2011,Islington 002,E02000555,580,76,173,72,30,71,36,27,60,35,27,146,256,126,25,0.298275862,70,49,65,12,53,290,41,0.570689655,321,122,36,101,0.553448276,125,455,0.784482759,355,225,0.612068966
2011,Islington 003,E02000556,518,64,126,92,41,71,26,23,50,25,27,125,218,135,13,0.293436293,61,50,49,10,64,247,37,0.548262548,273,102,24,119,0.527027027,114,404,0.77992278,330,188,0.637065637
2011,Islington 004,E02000557,446,47,111,61,30,70,30,21,42,34,22,115,183,107,19,0.307174888,69,41,47,10,45,200,34,0.524663677,257,82,26,81,0.576233184,115,331,0.742152466,267,179,0.598654709
2011,Islington 005,E02000558,371,34,51,46,27,66,27,23,65,32,17,108,169,68,9,0.336927224,78,44,41,5,42,113,48,0.433962264,208,65,24,74,0.5606469,122,249,0.67115903,247,124,0.665768194
2011,Islington 006,E02000559,403,54,135,65,22,50,20,7,32,18,22,117,168,88,8,0.344913151,37,26,22,9,41,247,21,0.665012407,222,78,32,71,0.550868486,83,320,0.794044665,233,170,0.578163772
2011,Islington 007,E02000560,350,39,97,57,14,48,16,17,33,29,26,97,133,79,15,0.351428571,42,38,23,4,28,194,21,0.614285714,201,71,26,52,0.574285714,68,282,0.805714286,221,129,0.631428571
2011,Islington 008,E02000561,459,57,189,74,24,46,17,8,30,14,20,94,186,135,24,0.248366013,33,32,30,7,33,303,21,0.705882353,263,72,31,93,0.572984749,109,350,0.762527233,261,198,0.568627451
2011,Islington 009,E02000562,397,56,91,82,20,40,23,23,35,27,22,92,173,86,24,0.287153652,46,52,33,11,25,198,32,0.579345088,230,73,28,66,0.579345088,91,306,0.770780856,229,168,0.576826196
2011,Islington 010,E02000563,365,45,64,54,27,67,32,12,44,20,30,87,158,81,9,0.320547945,61,46,43,10,40,133,32,0.452054795,200,64,27,74,0.547945205,95,270,0.739726027,227,138,0.621917808
2011,Islington 011,E02000564,465,62,148,72,23,54,28,16,41,21,22,154,177,100,12,0.378494624,53,45,47,6,48,226,40,0.572043011,268,83,40,74,0.576344086,95,370,0.795698925,282,183,0.606451613
2011,Islington 012,E02000565,358,32,83,54,24,52,24,15,53,21,17,98,146,91,6,0.32122905,67,39,32,2,37,144,37,0.505586592,213,49,22,74,0.594972067,86,272,0.759776536,213,145,0.594972067
2011,Islington 013,E02000566,374,79,101,61,17,38,26,10,20,22,10,91,162,94,17,0.270053476,39,38,27,7,31,212,20,0.620320856,212,70,35,57,0.56684492,60,314,0.839572193,223,151,0.596256684
2011,Islington 014,E02000567,485,68,133,69,28,69,17,17,53,31,22,154,180,116,13,0.362886598,77,46,46,11,38,238,29,0.550515464,266,115,28,76,0.548453608,98,387,0.797938144,280,205,0.577319588
2011,Islington 015,E02000568,400,48,71,44,23,80,21,16,60,37,33,102,174,81,10,0.3375,87,53,40,11,38,127,44,0.4275,226,70,17,87,0.565,99,301,0.7525,283,117,0.7075
2011,Islington 016,E02000569,444,74,115,67,23,43,24,21,52,25,30,100,187,103,24,0.292792793,76,36,43,7,47,201,34,0.529279279,266,73,39,66,0.599099099,92,352,0.792792793,280,164,0.630630631
2011,Islington 017,E02000570,408,77,160,54,9,48,20,7,22,11,19,103,147,122,17,0.299019608,35,25,25,8,37,257,21,0.681372549,224,65,40,79,0.549019608,73,335,0.821078431,229,179,0.56127451
2011,Islington 018,E02000571,327,39,80,41,13,37,21,19,46,31,25,87,120,79,16,0.342507645,59,35,28,7,32,143,23,0.50764526,178,61,24,64,0.544342508,80,247,0.755351682,213,114,0.651376147
2011,Islington 019,E02000572,293,27,37,29,22,44,21,20,59,34,20,57,134,77,5,0.262798635,59,38,39,7,31,83,36,0.406143345,173,40,23,57,0.590443686,73,220,0.750853242,215,78,0.733788396
2011,Islington 020,E02000573,306,49,93,45,24,36,18,6,24,11,15,64,110,105,12,0.258169935,20,26,32,4,26,179,19,0.647058824,168,54,30,54,0.549019608,47,259,0.846405229,194,112,0.633986928
2011,Islington 021,E02000574,296,39,67,55,11,44,15,14,38,13,22,64,116,79,15,0.290540541,43,25,33,9,37,130,19,0.503378378,159,45,35,57,0.537162162,72,224,0.756756757,199,97,0.672297297
2011,Islington 022,E02000575,321,41,67,43,29,43,21,14,46,17,34,83,116,80,8,0.364485981,44,35,29,8,42,135,28,0.507788162,168,58,41,54,0.523364486,87,234,0.728971963,223,98,0.69470405
2011,Islington 023,E02000576,299,42,44,36,17,45,21,13,51,30,25,69,134,65,6,0.314381271,53,55,25,12,31,97,26,0.411371237,165,51,22,61,0.551839465,77,222,0.742474916,223,76,0.745819398
2011,Kensington and Chelsea 001,E02000577,430,49,66,59,24,54,41,25,67,45,19,111,185,106,9,0.302325581,56,48,57,10,59,144,56,0.465116279,258,62,22,88,0.6,112,318,0.739534884,296,134,0.688372093
2011,Kensington and Chelsea 002,E02000578,385,58,52,70,26,59,23,16,57,24,18,91,177,86,13,0.283116883,64,45,50,16,36,127,47,0.451948052,256,34,11,84,0.664935065,89,296,0.768831169,233,152,0.605194805
2011,Kensington and Chelsea 003,E02000579,678,138,136,150,46,73,41,26,35,33,32,160,288,179,19,0.283185841,44,53,66,13,80,368,54,0.622418879,437,79,34,128,0.644542773,142,536,0.790560472,352,326,0.519174041
2011,Kensington and Chelsea 004,E02000580,520,89,101,98,40,64,26,14,53,35,19,136,214,138,13,0.298076923,38,46,43,14,69,271,39,0.596153846,313,89,23,95,0.601923077,98,422,0.811538462,307,213,0.590384615
2011,Kensington and Chelsea 005,E02000581,403,59,58,54,29,56,15,12,67,53,19,94,159,113,18,0.280397022,81,50,48,8,43,132,41,0.429280397,262,46,16,79,0.650124069,85,318,0.789081886,256,147,0.635235732
2011,Kensington and Chelsea 006,E02000582,386,134,82,105,15,13,9,10,8,10,8,118,138,103,19,0.32642487,16,20,21,4,43,240,42,0.730569948,231,74,30,51,0.598445596,70,316,0.81865285,239,147,0.619170984
2011,Kensington and Chelsea 007,E02000583,457,137,112,115,23,30,17,5,12,6,12,109,165,140,31,0.264770241,22,28,23,4,41,309,30,0.741794311,265,60,46,86,0.579868709,93,364,0.796498906,265,192,0.579868709
2011,Kensington and Chelsea 008,E02000584,439,155,100,104,30,13,9,11,10,7,6,93,179,116,45,0.225512528,11,16,31,3,32,304,42,0.788154897,282,65,53,39,0.642369021,55,384,0.874715262,277,162,0.630979499
2011,Kensington and Chelsea 009,E02000585,595,222,142,112,28,26,17,17,17,14,15,141,241,163,35,0.262184874,18,22,32,3,55,389,76,0.781512605,391,85,46,73,0.657142857,94,501,0.842016807,373,222,0.626890756
2011,Kensington and Chelsea 010,E02000586,481,178,116,103,23,16,17,13,10,5,17,134,184,116,30,0.313929314,16,10,31,3,29,336,56,0.814968815,299,79,32,71,0.621621622,62,419,0.871101871,312,169,0.648648649
2011,Kensington and Chelsea 011,E02000587,409,158,113,79,18,9,4,6,11,11,11,81,172,114,31,0.224938875,8,7,25,3,18,311,37,0.850855746,252,64,49,44,0.616136919,65,344,0.841075795,279,130,0.682151589
2011,Kensington and Chelsea 012,E02000588,461,185,91,116,24,10,6,6,9,14,13,128,177,110,33,0.305856833,9,12,28,3,43,293,73,0.793926247,295,58,60,48,0.639913232,51,410,0.889370933,310,151,0.672451193
2011,Kensington and Chelsea 013,E02000589,446,161,117,85,22,16,15,9,16,5,22,116,200,92,16,0.30941704,9,18,21,7,24,308,59,0.822869955,258,84,45,59,0.578475336,63,383,0.858744395,280,166,0.627802691
2011,Kensington and Chelsea 014,E02000590,364,110,79,70,24,23,22,7,13,16,23,80,120,106,35,0.282967033,25,29,21,7,28,205,49,0.697802198,229,45,35,55,0.629120879,65,299,0.821428571,240,124,0.659340659
2011,Kensington and Chelsea 015,E02000591,343,93,94,55,8,25,21,6,33,8,3,88,170,73,9,0.265306122,13,26,23,10,27,201,43,0.711370262,175,60,43,65,0.510204082,67,276,0.804664723,252,91,0.734693878
2011,Kensington and Chelsea 016,E02000592,366,139,79,90,18,18,8,3,2,9,8,95,158,85,20,0.281420765,5,16,10,0,32,259,44,0.827868852,210,78,43,35,0.573770492,50,316,0.863387978,208,158,0.568306011
2011,Kensington and Chelsea 017,E02000593,468,142,104,120,27,33,10,8,20,4,17,155,188,94,14,0.367521368,10,14,33,2,60,299,50,0.745726496,264,95,49,60,0.564102564,48,420,0.897435897,293,175,0.626068376
2011,Kensington and Chelsea 018,E02000594,483,212,101,99,11,20,14,8,13,5,18,99,162,157,47,0.242236025,14,19,36,5,49,316,44,0.745341615,339,60,31,53,0.701863354,55,428,0.886128364,324,159,0.670807453
2011,Kensington and Chelsea 019,E02000595,521,219,105,109,36,20,12,9,4,7,13,96,218,151,43,0.209213052,12,20,26,7,73,329,54,0.73512476,314,80,54,73,0.60268714,85,436,0.836852207,341,180,0.654510557
2011,Kensington and Chelsea 020,E02000596,575,217,123,147,19,27,13,15,5,9,29,135,218,158,35,0.285217391,22,18,37,2,68,352,76,0.744347826,371,88,59,57,0.645217391,80,495,0.860869565,379,196,0.659130435
2011,Kensington and Chelsea 021,E02000597,457,123,68,93,23,48,21,24,44,13,13,122,195,110,17,0.295404814,35,30,49,8,59,208,68,0.603938731,269,77,34,77,0.588621444,97,360,0.787746171,284,173,0.621444201
2011,Kingston upon Thames 001,E02000598,1425,237,437,223,129,124,111,49,61,54,70,231,592,482,50,0.21122807,71,127,153,34,167,804,69,0.612631579,776,363,103,183,0.544561404,374,1051,0.73754386,727,698,0.510175439
2011,Kingston upon Thames 002,E02000599,1189,300,364,148,95,76,65,51,39,51,97,164,406,430,92,0.219512195,80,96,103,15,118,680,97,0.653490328,656,312,78,143,0.551724138,320,869,0.730866274,698,491,0.587047939
2011,Kingston upon Thames 003,E02000600,1060,157,385,171,69,83,72,44,32,47,82,267,406,263,42,0.329245283,46,68,78,20,129,655,64,0.678301887,552,292,77,139,0.520754717,264,796,0.750943396,571,489,0.538679245
2011,Kingston upon Thames 004,E02000601,1429,240,489,267,88,109,79,49,61,47,80,380,616,319,34,0.321903429,64,104,106,23,146,924,62,0.689993002,672,412,155,190,0.470258922,311,1118,0.78236529,785,644,0.549335199
